HUC_8,AREA_ACRES,HUC_8
17020013,1181814.18659,17020013
16060003,1317929.24597,16060003
01080102,322575.841998,01080102
13050001,1546779.8754,13050001
14040108,617844.676928,14040108
17060304,141664.056974,17060304
03100102,382930.825952,03100102
12030105,880942.306806,12030105
17020015,1572845.30473,17020015
13060010,687149.903912,13060010
17110002,497400.824148,17110002
12090402,890158.758904,12090402
01050001,1652717.13316,01050001
13040302,563087.714935,13040302
03040101,1572945.98057,03040101
10090102,1838441.83524,10090102
05140103,932058.150246,05140103
01040001,948751.210136,01040001
09020202,1234223.60078,09020202
07110008,801432.276972,07110008
11140202,169149.766968,11140202
12110103,1208200.53274,12110103
03010104,799471.29035,03010104
12060103,695028.982107,12060103
11020005,1410915.2995,11020005
13070003,659294.196757,13070003
08060203,680963.190451,08060203
06010107,511645.279316,06010107
10120112,1046967.73372,10120112
11140107,898949.437977,11140107
03050111,348845.915342,03050111
05120204,738808.75873,05120204
18060004,607899.211363,18060004
12090109,1494441.73668,12090109
07050001,1238965.21654,07050001
17090007,450855.42229,17090007
01090003,306691.361584,01090003
01100006,394519.297752,01100006
02010006,392089.736769,02010006
02010007,417018.435036,02010007
02020004,1656126.54383,02020004
02020005,594757.040069,02020005
02020007,779462.5887,02020007
02020008,600618.131575,02020008
02030103,726671.653039,02030103
02040104,980818.228503,02040104
02040201,348032.061874,02040201
01090002,5124207.10772,01090002
01100005,1243229.90458,01100005
02010008,1615623.6605,02010008
02040206,876867.763142,02040206
02040302,1367450.35624,02040302
02050105,773359.877,02050105
03060105,489933.323577,03060105
03060203,902378.575003,03060203
03070102,1544358.24134,03070102
03070204,1157464.15627,03070204
03080101,2325449.09504,03080101
03080201,2193404.9762,03080201
03080203,883808.463107,03080203
03090103,592256.141803,03090103
03100205,421093.039321,03100205
03100207,1762779.75156,03100207
03110201,1705251.64434,03110201
03110204,566877.708488,03110204
03110205,1205141.75543,03110205
02050301,936628.035386,02050301
02050306,1586164.29198,02050306
02060004,506046.792345,02060004
02060006,590031.723508,02060006
02070001,948284.176646,02070001
02070005,1073477.40859,02070005
02070008,794234.26726,02070008
02030102,119821.970585,02030102
02030201,576662.453025,02030201
02040102,535310.402629,02040102
02040202,698977.447621,02040202
02040205,507195.179469,02040205
02050201,1023035.91632,02050201
02050204,491870.961809,02050204
02050206,1159208.24479,02050206
02050305,1197135.30828,02050305
02060008,528418.910556,02060008
02060009,623756.451065,02060009
02070011,1160160.24173,02070011
02080201,1414320.6569,02080201
03010101,1412048.08723,03010101
02030105,689852.066432,02030105
02030202,2850016.66345,02030202
02040101,762929.685084,02040101
02040105,861029.916046,02040105
02060003,980078.778568,02060003
02060005,765771.419215,02060005
02060007,351722.711334,02060007
02060010,1008982.08874,02060010
02070004,1459175.67053,02070004
02070009,618243.023446,02070009
02070010,831483.548951,02070010
02080105,582426.218313,02080105
03010201,1096394.52927,03010201
03010205,4278753.95735,03010205
03020201,1522011.90589,03020201
03020202,685936.32783,03020202
03030001,2141523.00685,03030001
02040203,1232123.8908,02040203
02040207,1378478.20906,02040207
02040301,1068332.57089,02040301
02050106,1285202.88246,02050106
02060002,932508.409697,02060002
02070006,657393.838631,02070006
02080110,1585142.97744,02080110
02080203,1296175.60433,02080203
02080204,492353.907027,02080204
02080206,920398.718183,02080206
03010103,1315371.90332,03010103
03010106,379804.205479,03010106
03040104,556078.479894,03040104
03040206,1059975.38987,03040206
03060103,1174044.3309,03060103
02080102,738140.495859,02080102
02080106,941032.388835,02080106
02080109,602277.108999,02080109
02080202,534576.874302,02080202
02080205,615449.140962,02080205
02080207,1026278.92264,02080207
03010202,475122.561765,03010202
03030002,1092775.66525,03030002
03040207,1343994.34166,03040207
03070106,965836.372152,03070106
03070202,499853.054482,03070202
03050110,450144.091157,03050110
03050201,515869.810658,03050201
03050208,2167723.07888,03050208
03060202,783462.783389,03060202
03070103,1913805.10578,03070103
03070107,859853.029093,03070107
03070201,1686047.54876,03070201
03070203,1078172.84227,03070203
03080102,1819153.85347,03080102
03080103,1934664.78825,03080103
03030005,1146367.54969,03030005
03050202,1688551.88924,03050202
03050207,657715.514972,03050207
03060104,966712.873489,03060104
01010004,1537553.22097,01010004
01060003,1658076.44673,01060003
01070003,488998.210842,01070003
01070006,1151087.99775,01070006
01080106,845792.303549,01080106
01080204,462547.229781,01080204
01090001,1791861.72835,01090001
01090004,1291391.88714,01090004
01090005,553549.696371,01090005
01100001,469551.543106,01100001
01100003,285007.767375,01100003
02020001,1063842.91632,02020001
02020002,673251.423151,02020002
02020003,1218402.27028,02020003
01010005,405714.149468,01010005
01030003,2210173.47945,01030003
01070002,310956.528068,01070002
01070004,341959.021496,01070004
01070005,256194.850769,01070005
01080101,914398.242187,01080101
01080103,593875.418186,01080103
01080201,651485.674478,01080201
01080202,249031.289895,01080202
01100004,542822.507823,01100004
02020006,1553527.62129,02020006
02030101,465130.318374,02030101
02030104,808009.757422,02030104
01010003,571073.252914,01010003
01040002,1308429.03148,01040002
01050003,1122788.13198,01050003
01060001,1107081.98138,01060001
01070001,654442.715976,01070001
01080205,694311.276006,01080205
11020003,593522.106009,11020003
10150006,1095426.43718,10150006
11140105,1165595.40117,11140105
17120001,857706.062063,17120001
12110201,105871.425887,12110201
11020013,521118.35831,11020013
17070304,736112.719783,17070304
07070003,2099349.49125,07070003
18040012,507269.82848,18040012
04030108,1462573.03442,04030108
03050205,702432.211572,03050205
17010306,442726.603514,17010306
15050100,2106735.7558,15050100
13040210,572604.241103,13040210
17100105,367841.55088,17100105
12100202,1373673.03266,12100202
10080011,278995.406173,10080011
18090103,878302.577851,18090103
05130103,1205862.50471,05130103
10080004,470641.000335,10080004
04080102,443076.719881,04080102
18050001,423486.365558,18050001
17100206,495974.25275,17100206
17070204,2009959.77948,17070204
17020016,1327271.32999,17020016
10020002,935152.559857,10020002
16020306,3491249.46567,16020306
13040100,2333745.79793,13040100
11140106,928815.546457,11140106
17050109,840489.434263,17050109
18070301,1200372.21711,18070301
18020105,383766.693509,18020105
17110020,624193.993362,17110020
14060006,615662.9419,14060006
03140103,874889.055191,03140103
15030101,1776639.86361,15030101
02050104,884823.586971,02050104
04030105,779746.997022,04030105
17050124,1076982.13659,17050124
03050112,622160.890042,03050112
03160103,558367.902216,03160103
15070202,772489.604166,15070202
17100312,411236.998523,17100312
11080005,659024.051167,11080005
10190006,531849.194281,10190006
12060102,1739071.12721,12060102
12090103,1695016.70762,12090103
17100310,580283.946122,17100310
05100102,595537.749279,05100102
17070202,1183925.91125,17070202
04080201,914041.704116,04080201
02080107,223224.870469,02080107
16060014,3280886.27961,16060014
04060106,938469.440158,04060106
11130208,553933.023593,11130208
05110004,698701.754714,05110004
17110017,154334.655314,17110017
17010302,190467.386322,17010302
14050005,867774.538639,14050005
09020304,624292.88212,09020304
07080204,548338.74735,07080204
10170103,280353.542623,10170103
10060005,757202.428461,10060005
06010101,461088.279343,06010101
02050205,627826.082939,02050205
03050203,476296.792857,03050203
17100305,665365.552715,17100305
11130209,958401.064465,11130209
11140307,457258.594974,11140307
09020203,1296632.14414,09020203
12070103,1429020.8958,12070103
10200103,731722.428178,10200103
07120001,1922865.14243,07120001
04120101,1612173.93805,04120101
17100308,564390.527785,17100308
10210007,607886.208101,10210007
15070201,2684773.5143,15070201
12070203,968877.504865,12070203
17040201,798480.309478,17040201
18020005,382007.949257,18020005
13010003,1021561.66809,13010003
10250008,589224.599905,10250008
05110002,1423925.76515,05110002
15030108,1285922.97722,15030108
10290109,883424.132829,10290109
17080002,682794.482271,17080002
12010004,1518644.57891,12010004
17100201,98244.2164873,17100201
14050006,585832.172883,14050006
17010213,1495642.19478,17010213
11130202,509706.15317,11130202
17060302,654855.681155,17060302
14040103,968567.644259,14040103
17030001,1368972.40851,17030001
05140104,1211539.80054,05140104
02050107,1130215.21438,02050107
08080204,563771.026638,08080204
12110207,2854648.11336,12110207
15050302,595115.30597,15050302
10230007,696806.66576,10230007
09020205,1022892.87302,09020205
17040105,570580.572784,17040105
11130105,504978.053995,11130105
10270204,470564.034975,10270204
11110102,504120.659058,11110102
03130006,999680.625894,03130006
18020114,209940.834842,18020114
17020009,595591.843923,17020009
05120106,1254188.40338,05120106
02080104,738446.124008,02080104
05120113,845666.764262,05120113
12060201,2018340.42172,12060201
17020002,765602.523218,17020002
12110110,893949.157639,12110110
05040006,496945.281601,05040006
10020001,1482236.52475,10020001
16020302,468005.562817,16020302
17070301,1394213.83252,17070301
05030103,733253.187864,05030103
15010006,596941.272503,15010006
17020008,1170703.45436,17020008
09010004,1161680.78172,09010004
17040217,618892.207864,17040217
08090202,402183.448743,08090202
18020112,175024.893519,18020112
10070002,1891306.15791,10070002
12110204,824710.814676,12110204
11130207,439670.220974,11130207
18010103,453086.029239,18010103
18020104,1187160.90419,18020104
15020010,540909.861353,15020010
07030003,672863.979773,07030003
17080004,662111.597027,17080004
16020305,517745.817305,16020305
18020109,1128642.87037,18020109
12040205,923853.574257,12040205
11130205,458282.558298,11130205
04040002,1611893.1115,04040002
04060102,1752412.57462,04060102
10050014,1142926.00428,10050014
11140108,542788.404786,11140108
04150102,400477.974832,04150102
04040003,553768.598099,04040003
04050007,548281.321385,04050007
18080003,1789296.53296,18080003
18060008,557291.758818,18060008
11120104,680243.439186,11120104
10280203,428560.872713,10280203
18040007,611950.267,18040007
17120003,491983.992798,17120003
10220003,1406480.07334,10220003
17060205,959905.593253,17060205
13070005,543703.839997,13070005
10250006,949115.604072,10250006
08040101,983106.303871,08040101
14050007,1740776.81852,14050007
17040104,581766.108495,17040104
08010202,840251.985452,08010202
10080012,546460.734207,10080012
04070007,1317215.7806,04070007
03130010,491615.428098,03130010
05120208,1296112.19576,05120208
11040005,1200832.7181,11040005
13070006,957993.982828,13070006
04080205,579926.305868,04080205
10130104,626458.058239,10130104
05050004,440202.297001,05050004
10050004,2152333.62876,10050004
05130105,600696.160306,05130105
03160203,1033469.41123,03160203
16060009,1397948.9503,16060009
09020310,681261.844347,09020310
10080010,1153221.52412,10080010
07090007,728537.15149,07090007
17020012,588441.994965,17020012
12080004,1675660.46629,12080004
10140204,1334168.75339,10140204
10200202,339799.197147,10200202
10130101,1508919.85092,10130101
10230005,472812.923058,10230005
02010002,604154.722546,02010002
11050001,1566187.64328,11050001
10210003,960383.571274,10210003
07110006,776405.375403,07110006
09020108,1042281.82015,09020108
07130005,1192859.1006,07130005
18010108,2517669.59791,18010108
18040010,641620.778685,18040010
05120104,530290.765429,05120104
17010206,665108.891894,17010206
17110007,281732.207567,17110007
16040106,581973.288816,16040106
07080102,992625.406782,07080102
12030109,682395.940202,12030109
10140201,2451491.52149,10140201
18010101,1353552.42768,18010101
13050003,4319669.50891,13050003
07010207,997915.094647,07010207
09030009,735625.978217,09030009
15070203,1011407.5932,15070203
06010105,1190555.65174,06010105
09020104,371289.77386,09020104
17070306,1465310.8011,17070306
03090203,5134884.62321,03090203
12110206,614990.253412,12110206
13030201,2184936.46518,13030201
04070006,804853.293894,04070006
18070101,445770.459254,18070101
02080108,906297.300301,02080108
10210006,1447719.73195,10210006
11030007,556369.819025,11030007
04150301,602586.468565,04150301
17060109,611611.954164,17060109
18020125,842361.85037,18020125
12070104,1047055.64828,12070104
17110009,537911.977106,17110009
12110208,2174679.93211,12110208
10250007,504020.484328,10250007
16060010,1763948.66306,16060010
04100006,500500.130318,04100006
12100407,546103.557152,12100407
15020003,1427550.73946,15020003
12100302,863559.941756,12100302
01080107,543416.88437,01080107
04020105,1177649.19243,04020105
12090205,792126.23864,12090205
18010212,595886.00708,18010212
09030005,1180477.18603,09030005
09020305,886431.785846,09020305
11140103,919307.240212,11140103
04080206,160906.232041,04080206
10050016,468050.518398,10050016
11130304,474113.615709,11130304
09020306,297905.388422,09020306
05100201,851727.041214,05100201
14010004,928144.368012,14010004
06010201,858453.027347,06010201
11090203,626075.944309,11090203
15080101,2212321.97764,15080101
03020203,644874.138181,03020203
03100103,2070850.09282,03100103
12100201,923526.810763,12100201
07030001,1317726.47185,07030001
17070305,1155971.41105,17070305
11040003,626087.549171,11040003
11040002,1128727.28914,11040002
10160005,430637.135541,10160005
10120113,1193973.34608,10120113
05140201,897856.419794,05140201
10190008,366058.04578,10190008
12050001,2415427.18034,12050001
12040101,698873.508521,12040101
03040202,886150.394023,03040202
10040102,784193.371773,10040102
03130007,703933.711558,03130007
08060206,218405.187712,08060206
16040102,642164.667766,16040102
10180013,652042.248459,10180013
18020126,233541.706412,18020126
10130105,2310490.82513,10130105
12080006,1109507.59634,12080006
18030006,262343.094168,18030006
18070107,3479379.77076,18070107
03060102,629568.537235,03060102
16040203,1572470.24629,16040203
10210004,1111690.0287,10210004
01110000,435334.391864,01110000
18020129,543416.991968,18020129
10180001,912321.0039,10180001
15040005,1782704.45628,15040005
18060013,1238593.02284,18060013
05050008,591447.613729,05050008
11100102,822549.135578,11100102
04110004,455404.901386,04110004
11100203,697816.725064,11100203
10270206,1407468.15745,10270206
10180012,1089982.00427,10180012
09030007,573211.014468,09030007
11010014,1147181.56936,11010014
15030202,456184.003102,15030202
10140202,1542628.18168,10140202
13040211,523195.979504,13040211
15020007,716242.096904,15020007
04100012,614687.866118,04100012
12050005,1025589.47428,12050005
15020008,1581790.56845,15020008
10030202,770523.187203,10030202
12080005,1230239.0063,12080005
03110101,831590.565369,03110101
10160002,658876.529595,10160002
17110015,451453.684655,17110015
10090201,628073.277518,10090201
10090204,516241.480149,10090204
10120107,1064968.84516,10120107
17100104,528783.317273,17100104
18010201,937353.279923,18010201
02050202,664137.784336,02050202
15080301,1164558.02037,15080301
13050002,331383.282919,13050002
14020003,706641.620126,14020003
11110204,700286.862823,11110204
10050008,303709.594111,10050008
17050113,834931.025392,17050113
08010100,699033.613574,08010100
11020009,2442742.87967,11020009
14080101,2202494.05033,14080101
10200201,562418.170717,10200201
17070203,503040.305757,17070203
17010207,723115.086643,17010207
13060004,465707.806665,13060004
13080002,2283787.11102,13080002
05120202,1072096.31427,05120202
11030005,1167390.11402,11030005
18090207,1166045.92177,18090207
10210005,645438.977117,10210005
02050302,634284.485944,02050302
09030003,584430.815355,09030003
11130102,491557.944598,11130102
10150004,2268143.41987,10150004
07040008,1065521.44476,07040008
10030103,1283116.84472,10030103
07110009,423785.325794,07110009
03030007,1115400.50216,03030007
12080001,1519257.70548,12080001
04060103,1219574.61857,04060103
08020301,726303.001294,08020301
05100101,1768541.91146,05100101
04150303,364394.416238,04150303
02050304,936708.34536,02050304
10140105,751442.549418,10140105
04080104,1442542.04915,04080104
18040013,407579.559885,18040013
04140202,931447.626466,04140202
17060106,972025.890294,17060106
17080005,924930.359031,17080005
05140101,826168.184624,05140101
18030002,627764.036213,18030002
10030203,2350273.64253,10030203
11140301,737777.912129,11140301
10050007,159834.21054,10050007
11100201,1135812.67409,11100201
04150304,415657.526974,04150304
05050001,1877900.53207,05050001
11100202,503509.491045,11100202
18090206,2160639.39981,18090206
12100402,575286.943124,12100402
18040014,728760.516443,18040014
11090105,1338680.54721,11090105
10190015,748206.901826,10190015
13020209,898447.388553,13020209
10240004,114454.681662,10240004
10010002,314166.862039,10010002
17110018,615962.408819,17110018
14070001,1831274.64313,14070001
10160007,543636.194073,10160007
10040205,1072502.36794,10040205
09020101,717759.051124,09020101
02040106,875014.44512,02040106
06010208,556799.167784,06010208
16020310,1164986.54335,16020310
15050306,818885.142362,15050306
07070002,1708180.7299,07070002
16020301,2008306.91461,16020301
04080204,869654.451807,04080204
10200102,470350.431418,10200102
07080103,633705.373153,07080103
17110001,241451.548964,17110001
01010001,1367993.36622,01010001
11020012,870551.762496,11020012
10140103,584291.872183,10140103
05070204,274452.622848,05070204
14070005,1296950.64772,14070005
11110202,1190527.6314,11110202
15010003,1516607.00081,15010003
18020113,389866.599049,18020113
17120002,852232.904481,17120002
16050303,652329.761894,16050303
14040109,620913.691757,14040109
18020108,67070.4713046,18020108
08010204,612034.971262,08010204
15040003,1421108.81392,15040003
14030005,1453541.91309,14030005
10020007,1638953.23732,10020007
12050004,1745969.76699,12050004
14060003,1716221.96995,14060003
15050301,2058645.86719,15050301
18020110,120466.901557,18020110
04140203,85442.4482735,04140203
07090005,1390908.08641,07090005
18010106,441083.814823,18010106
10220002,544530.318904,10220002
17070104,562190.636706,17070104
15010001,927614.44357,15010001
12060105,836162.198788,12060105
03130003,1820744.56477,03130003
11130204,682086.721649,11130204
17120008,1895187.46678,17120008
03130013,633639.606614,03130013
10120105,641852.709976,10120105
16020308,2990895.91941,16020308
11030010,366262.021211,11030010
12040204,1147618.26008,12040204
01020003,966239.822444,01020003
04070001,594476.394167,04070001
03130009,703396.353172,03130009
12090203,593185.435063,12090203
17050106,593669.430541,17050106
12030203,527247.090311,12030203
07010104,1099589.00991,07010104
05130206,928444.466978,05130206
15070101,1332347.35439,15070101
06010106,451621.142646,06010106
07040002,947152.74589,07040002
17060308,735232.009295,17060308
12110205,1343305.28247,12110205
02050101,1466433.67692,02050101
15060201,1382164.60621,15060201
13020211,1344329.43099,13020211
18060005,2099659.45101,18060005
15020011,1028966.28068,15020011
11140101,1268912.93251,11140101
11020010,2205756.49126,11020010
02010005,462621.788086,02010005
11040008,1177986.88405,11040008
06030004,617127.227514,06030004
11130301,935730.124228,11130301
10060007,449404.720983,10060007
04010302,891762.932994,04010302
10130201,1602128.70234,10130201
05030203,1490568.97838,05030203
02080208,304431.643778,02080208
04060107,1005841.08566,04060107
18020004,435115.368202,18020004
03020102,571458.389275,03020102
12020005,1246841.22896,12020005
12090302,433162.830567,12090302
05130201,636402.921324,05130201
18020127,56043.2304953,18020127
01080203,424570.810811,01080203
14020002,1539484.26749,14020002
05020002,563848.366017,05020002
14080104,878449.979245,14080104
15030107,309143.863116,15030107
18080002,542106.591593,18080002
11130210,637191.373741,11130210
05050007,981110.683147,05050007
17020007,532979.42469,17020007
17100101,899037.339488,17100101
18020124,71346.8158404,18020124
13030202,3451527.04482,13030202
18020123,871104.979552,18020123
18040005,485176.473554,18040005
04010202,508161.433278,04010202
07020002,581212.014619,07020002
13070004,1296979.52605,13070004
10240002,1066811.13559,10240002
12110109,546126.345736,12110109
03050108,463699.813052,03050108
07070001,1403986.18983,07070001
11110207,708009.005242,11110207
01020002,713423.239828,01020002
17050121,217849.725629,17050121
03130005,1677226.07202,03130005
09020309,611193.210451,09020309
07110002,599580.355108,07110002
04100003,687078.672896,04100003
07120007,693658.492148,07120007
17040202,710642.065006,17040202
12010001,876169.681446,12010001
13010005,500362.1974,13010005
10250005,874306.696341,10250005
10120108,617018.476262,10120108
10270201,701878.016871,10270201
10040201,2577896.85003,10040201
18050003,536586.948058,18050003
15030103,842064.74408,15030103
13040207,434717.783959,13040207
15010002,1627369.6694,15010002
10190010,460255.661113,10190010
17100311,637177.814859,17100311
07030004,646048.522046,07030004
12040103,624461.094918,12040103
03060107,473634.995357,03060107
14080107,512988.173321,14080107
18020001,699706.525871,18020001
13040303,467052.712993,13040303
10260001,679820.312641,10260001
17090011,600886.23592,17090011
11120103,1378158.67831,11120103
17100304,483466.300265,17100304
12090104,952917.488252,12090104
08020402,639285.953365,08020402
08040102,1130985.16507,08040102
17010308,472466.68069,17010308
12030106,830745.755917,12030106
17040203,634291.711102,17040203
07020006,457770.510354,07020006
04140102,979802.70445,04140102
11010012,495186.876006,11010012
18030005,218632.446716,18030005
13010004,864210.173137,13010004
08010209,474454.631707,08010209
04020102,891915.481905,04020102
12100101,574432.54002,12100101
13070011,710509.08365,13070011
18020120,128838.584173,18020120
18040002,1175697.25994,18040002
05030201,1163808.45074,05030201
18030011,459834.241813,18030011
10270104,1047254.9363,10270104
10270207,855874.241577,10270207
10280101,2126389.35734,10280101
10290102,1025221.27813,10290102
10290104,739153.912208,10290104
10290106,1264363.59251,10290106
10290110,664353.361551,10290110
10300102,2174548.81221,10300102
10300103,703786.015324,10300103
11010002,921490.53621,11010002
11140109,1269849.93885,11140109
11140208,303108.242032,11140208
11140302,1181004.59018,11140302
17040220,437308.18713,17040220
17050101,1370315.58019,17050101
17050103,1488968.0843,17050103
17050117,577070.473534,17050117
17050119,503839.018186,17050119
17050123,595076.006713,17050123
18010207,508753.250999,18010207
10050003,55882.7201036,10050003
15060103,1379622.44769,15060103
10090210,513006.239783,10090210
13040206,833167.357689,13040206
15010010,1339723.44182,15010010
17120004,1129395.39349,17120004
08090203,3833946.54669,08090203
18050005,2140607.73735,18050005
06040005,1161367.20513,06040005
17110012,390556.246033,17110012
18010204,1918622.09883,18010204
18010206,908897.40659,18010206
18040003,610421.734681,18040003
18060006,2018378.2955,18060006
18070102,1032382.38191,18070102
18070105,534618.937063,18070105
18070203,1082729.92267,18070203
03050109,1611954.98245,03050109
09020103,1249117.99203,09020103
10070005,682958.419317,10070005
12080008,882163.27331,12080008
13060001,2335070.26955,13060001
14080103,1095854.75307,14080103
16040109,1126183.6769,16040109
15020018,1686900.77605,15020018
08070203,468433.460737,08070203
14040104,1147790.52534,14040104
15030102,654883.461074,15030102
03020101,834937.74241,03020101
10150007,954068.494696,10150007
13040205,1869165.51152,13040205
14010006,451137.384857,14010006
07020010,542996.085936,07020010
12100304,546784.267845,12100304
14030002,1390726.45065,14030002
11020006,1188898.67395,11020006
10290203,660651.509229,10290203
07140103,534445.664793,07140103
10290108,1318484.89305,10290108
01020004,921585.630624,01020004
15080302,637111.19544,15080302
17080003,583977.46948,17080003
17010205,1823317.09706,17010205
05110001,2028156.92265,05110001
06040004,488251.615265,06040004
18060001,894555.679426,18060001
18070204,731775.519335,18070204
11030008,606594.520301,11030008
10130205,1119349.8857,10130205
01080207,388294.919747,01080207
07140107,779482.756576,07140107
10190014,468908.313793,10190014
15070102,1561650.89199,15070102
16060001,2593555.77808,16060001
11130201,1496789.2592,11130201
07110001,1103260.00243,07110001
12090206,815452.733906,12090206
03020106,1542195.17118,03020106
17060108,1495609.24021,17060108
17060203,1163704.00521,17060203
17060210,369522.342244,17060210
17100106,713713.421303,17100106
17100303,974335.681767,17100303
15030201,1368186.12717,15030201
11110206,716130.146644,11110206
03010105,385692.602431,03010105
08020304,612448.610302,08020304
06010202,538517.386166,06010202
17010301,574610.305516,17010301
10080005,1091672.27962,10080005
07040003,896366.450467,07040003
11050002,2069574.01511,11050002
16040103,829897.547114,16040103
12010002,1772586.74734,12010002
05120209,549985.870627,05120209
15020001,501723.530472,15020001
08040304,632743.519612,08040304
18020118,536299.514373,18020118
12030107,690045.809439,12030107
15060106,859604.003951,15060106
10220004,678089.595176,10220004
15030105,1048871.23234,15030105
07120003,407752.63079,07120003
10050009,455644.033618,10050009
16040205,740251.626843,16040205
17110011,186133.507645,17110011
17120009,1384346.32011,17120009
18010110,950452.93767,18010110
18010202,1025614.82712,18010202
18010209,983013.08762,18010209
18020116,609571.923269,18020116
11140303,505944.857926,11140303
17100202,543842.267335,17100202
15010013,1624445.106,15010013
04030111,494872.352747,04030111
07010102,855065.372773,07010102
05130101,1471318.63956,05130101
04030106,676670.805219,04030106
10210010,810063.784462,10210010
04010102,898426.368008,04010102
17060307,832620.765556,17060307
05120201,1762520.49569,05120201
12090110,499021.633576,12090110
16030009,854939.719509,16030009
09030001,1604556.58467,09030001
18040004,155278.520665,18040004
03160113,930428.039558,03160113
05120102,352903.669196,05120102
17020011,849349.969763,17020011
15020002,1032751.65125,15020002
12040202,1233687.72126,12040202
03160201,1335811.32144,03160201
05030202,892989.172214,05030202
07140201,1004393.322,07140201
10150003,2693255.88735,10150003
17050108,780994.315056,17050108
05030106,965521.295962,05030106
03050204,549632.195611,03050204
04090004,437716.667809,04090004
16060005,1998376.62963,16060005
12090204,1678958.33075,12090204
10020005,858332.529497,10020005
01080206,331931.194265,01080206
13040202,995580.003747,13040202
17010105,157052.192723,17010105
17110003,507572.917182,17110003
03050107,522840.458252,03050107
04050001,3004233.58995,04050001
08090100,2663563.82963,08090100
05050006,331900.659353,05050006
09020201,2343697.94286,09020201
07060001,908174.116262,07060001
11140205,493589.071953,11140205
04100005,244994.666524,04100005
10250011,418529.882301,10250011
17070302,653830.988457,17070302
04030103,388444.465312,04030103
07110004,1274250.62276,07110004
03150109,1015617.06739,03150109
17120006,661834.436231,17120006
18080001,567611.952836,18080001
18030012,5508052.27406,18030012
04080103,916003.410701,04080103
17100203,641839.553233,17100203
07090006,808862.74134,07090006
11140304,494793.129296,11140304
13060011,2814046.08323,13060011
18030007,531312.916563,18030007
16060007,2636818.76909,16060007
11050003,888073.935577,11050003
03070205,499447.33152,03070205
13020203,2051042.69443,13020203
14080106,2925067.59278,14080106
17060202,535355.340788,17060202
11100104,1306766.65724,11100104
17040102,399647.905489,17040102
03050104,790064.912137,03050104
13060002,576935.549875,13060002
10160001,1134455.14742,10160001
12110107,692566.643181,12110107
03020204,728366.03732,03020204
10290111,694449.528047,10290111
05140205,605574.938942,05140205
08020302,1293194.8466,08020302
15030203,923030.065114,15030203
10090208,1298563.44022,10090208
15010005,1775597.44725,15010005
10100001,3074480.76719,10100001
12100203,874221.557289,12100203
10010001,117706.656713,10010001
15040006,1434944.59808,15040006
18010107,1349561.99477,18010107
02010004,329803.250507,02010004
17030002,713577.198684,17030002
08010206,44244.9691683,08010206
11120105,1026521.37894,11120105
14010005,1999129.82677,14010005
14010002,437335.306438,14010002
05010008,326087.986069,05010008
17060303,755838.015575,17060303
05040004,1004167.19641,05040004
01010002,786602.652907,01010002
12050007,1385203.67809,12050007
03040105,909679.048917,03040105
17020004,630779.089435,17020004
12070205,869048.570322,12070205
04060105,2211990.34005,04060105
04130003,701396.120409,04130003
04070003,3647098.14019,04070003
12090301,1405863.74655,12090301
17100309,492620.604692,17100309
07040007,1459533.33557,07040007
10260002,483752.471237,10260002
10260009,1236854.46429,10260009
10260013,742482.61932,10260013
10270102,1404754.96898,10270102
10270202,809974.662439,10270202
10270205,1081168.07599,10270205
10290103,345469.594829,10290103
10290105,774354.086914,10290105
11010001,1641298.03033,11010001
11010003,1665755.7435,11010003
11010007,1223984.99734,11010007
11030017,626519.339821,11030017
11060003,833904.302455,11060003
12100301,328594.606,12100301
14010001,1861826.59515,14010001
14020005,1057062.9708,14020005
14030003,986368.684091,14030003
14040107,1756003.86076,14040107
14080201,1284234.51537,14080201
15010015,1198693.84255,15010015
15020005,606669.077995,15020005
15040004,1786296.15082,15040004
16010202,782064.143211,16010202
16020201,859552.196225,16020201
16020203,448505.60431,16020203
11060004,1494229.63915,11060004
14080105,1241161.10266,14080105
15040001,1277801.90235,15040001
15060202,1597640.44587,15060202
16010201,796014.238874,16010201
16010204,753684.796522,16010204
16020204,515959.8169,16020204
16020304,776292.433213,16020304
16020309,1268834.04309,16020309
16030003,1181311.83663,16030003
16030006,2120533.79816,16030006
16050102,771127.747287,16050102
17040216,434003.766123,17040216
17060306,1500841.45265,17060306
17070102,1127365.15996,17070102
17090003,1197613.6079,17090003
10050012,1086882.68566,10050012
10090206,738665.547127,10090206
10120201,1881781.4716,10120201
10130102,2447153.73588,10130102
10130202,1097990.63452,10130202
10130203,1043342.54434,10130203
10130303,1550523.2962,10130303
10140203,1016209.84925,10140203
10160006,2316803.08164,10160006
10160009,899316.700879,10160009
10170101,2086491.12886,10170101
10170202,1317878.15974,10170202
10170203,2122374.99965,10170203
11070102,555285.844617,11070102
11070103,972749.952274,11070103
11070106,1348185.31595,11070106
11070203,617742.725504,11070203
11110103,1052516.62368,11110103
11130303,1600501.29612,11130303
11140207,919619.777758,11140207
12060204,795764.789985,12060204
12110106,1515855.64832,12110106
13020101,2060781.3013,13020101
13020201,1189470.86585,13020201
13020204,1353567.28437,13020204
13020207,1686840.43039,13020207
17010305,359273.584305,17010305
17040205,414366.650735,17040205
17040210,954468.698866,17040210
17040211,733735.061202,17040211
17050104,1386537.90439,17050104
17090009,569250.066341,17090009
17090010,456034.839183,17090010
